Prdha	Minor_code	Minor_name	Major_code	Major_code_2	Major_name	SubFran_code	SubFran_code_2	SubFran_name	Fran_code	Fran_name	WorldFran_code	WorldFran_code_2	WorldFran_name	PubRep_code	PubRep_name
052012367859047723	047723	SMART ReFlex (120mm-150mm)	037859	7859	SX Stents	021236	1236	Endovascular	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012367859047724	047724	SMART Flex (200mm)	037859	7859	SX Stents	021236	1236	Endovascular	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012367859047725	047725	SMART ReFlex (200mm)	037859	7859	SX Stents	021236	1236	Endovascular	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012601260047862	047862	Disposable	031260	1260	Hypertension	021260	1260	Hypertension	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012601260047863	047863	Hardware	031260	1260	Hypertension	021260	1260	Hypertension	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012601260047867	047867	Renlane OTW	031260	1260	Hypertension	021260	1260	Hypertension	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012601260047870	047870	Renlane non-OTW	031260	1260	Hypertension	021260	1260	Hypertension	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012601260047871	047871	Renlane Generator	031260	1260	Hypertension	021260	1260	Hypertension	011233	Cordis Products	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511251041251	041251	Non-Invasive	031251	1251	Non-Invasive	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511252041252	041252	GI Lab	031252	1252	GI Lab	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511253041253	041253	Catheter Lab	031253	1253	Catheter Lab	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511254041254	041254	OR - General/GYN	031254	1254	OR - General/GYN	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511255041255	041255	OR - Ortho & ENT	031255	1255	OR - Ortho & ENT	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511256041256	041256	Other	031256	1256	Other	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012511257041257	041257	Repair	031257	1257	Repair	021251	1251	Sterilmed	011251	Sterilmed	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298040351	040351	ASP Access	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298040353	040353	Accessories	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298040354	040354	VELOCITY Biological Indicator	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298040355	040355	VELOCITY Reader	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298040875	040875	Biological Indicators	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298047999	047999	STERRAD* NX Cassette	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298048000	048000	STERRAD* 200 Cassette	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298048001	048001	STERRAD* 100/100S/100 NX Cassette	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660298048002	048002	STERRAD* 50 Cassette	030298	0298	Consumables Products & Accessories	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513040301	040301	CIDEX OPAC & PAAC	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513040302	040302	CIDEX OPA & DISOPA	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513040303	040303	Nu-Cidex	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513040305	040305	Aeroflex Consumables	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513047349	047349	CIDEX OPA PLUS	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513047353	047353	"Cidex GTA (Cidex, Cidex Plus)"	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513047356	047356	PRESEPT Disinfection Prod	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513047359	047359	All Oth Disinfection Prod	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660513047896	047896	Detergents (Enzol/Cidezyme/Cidezyme GI/etc.)	030513	0513	Disinfection Consumables	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660514040893	040893	Hand Hygiene	030514	0514	Hand Hygiene	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660514047400	047400	Microshield	030514	0514	Hand Hygiene	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660514047406	047406	BioPatch - ASP	030514	0514	Hand Hygiene	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660515040304	040304	"NGAER (EvoTech,Adaptascope,EndoCk"	030515	0515	Disinfection Capital	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660515040306	040306	Aeroflex	030515	0515	Disinfection Capital	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660515047897	047897	AERs (auto Endoscope Reprocessors) Equipments and Consumables	030515	0515	Disinfection Capital	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520041273	041273	STERRAD* 200	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520041277	041277	Sterrad 100NX with ALLClear	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520041278	041278	Sterrad NX with ALLClear	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047360	047360	STERRAD* 100S	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047361	047361	STERRAD* 100NX	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047362	047362	STERRAD* 50	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047874	047874	STERRAD* Equipment Rental	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047876	047876	Miele Washer	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660520047998	047998	STERRAD* NX	030520	0520	TerminalSterilizationProd	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660529040536	040536	Time and Material	030529	0529	Technical Service Fees	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660529040537	040537	Parts	030529	0529	Technical Service Fees	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660529040538	040538	Service Agreements	030529	0529	Technical Service Fees	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660545040545	040545	Area Decontamination Capital	030545	0545	Area Decontamination	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052012660545040546	040546	Area Decont Consum & Acces	030545	0545	Area Decontamination	021266	1266	AdvancedSterlizationProd	011266	AdvancedSterlizationProd	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040601	040601	Thmcl SmartTouch SF	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040605	040605	Circular Ablation	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040610	040610	Linear Ablation	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040633	040633	Navistar 8mm	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040634	040634	Navistar Thermocool	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040916	040916	Navistar RMT 4MM	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040917	040917	Nav Bi-Directional 4mm	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040918	040918	Nav Bi-Directional 8mm	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347040940	040940	Navistar RMT 8MM	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347041346	041346	Navistar 4mm	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047608	047608	Lesion Assessment	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047711	047711	Refstar	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047714	047714	Nav Cables & Esophagel	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047768	047768	Refstar RMT	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047771	047771	Nav RMT Thermocool	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047772	047772	Nav Bi Dir Thermocool	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047779	047779	C3 RefStar	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047780	047780	Nav SF Thermocool	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221347047781	047781	Nav Smart Touch Thermocool	031347	1347	Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221351040730	040730	Other Biosense Cardiology	031351	1351	NOGA	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221351041349	041349	NOGA Catheters	031351	1351	NOGA	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221351047718	047718	NOGA Systems	031351	1351	NOGA	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221545041545	041545	Biosense Webster Other	031545	1545	Biosense Webster Other	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013221545041546	041546	Left Atrial Appendage - WaveCrest Sheath	031545	1545	Biosense Webster Other	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227705047705	047705	Coherex	037705	7705	Coherex	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761040632	040632	Celsius 8mm	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047661	047661	Celsius 4mm	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047701	047701	Celsius Thermocool	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047704	047704	Non Nav SF Thermocool	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047762	047762	Celsius RMT 8MM	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047763	047763	Celsius RMT 4MM	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047764	047764	Non-Nav Bi-Directional 4mm	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047765	047765	Non-Nav Bi-Directional 8mm	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047767	047767	Non-Nav TX Cables	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047773	047773	Non Nav Bi Dir Thermocool	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227761047777	047777	Celsius RMT Thermocool	037761	7761	Non-Navigation Ablation Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041345	041345	CARTO Hardware	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041516	041516	Service Contracts & Parts	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041517	041517	Software	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041536	041536	Generators & Pumps	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041540	041540	Carto 3 HW	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041541	041541	Software Carto Sound	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041542	041542	Software RMT Module	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041543	041543	Software Other	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227762041544	041544	Non J&J Equipment Sales	037762	7762	Navigation HW/SW/SVC	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858040747	040747	Lasso	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858040759	040759	Vizigo Sheath	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858040915	040915	Pentaray	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858040919	040919	Siemens 3D Ultrasound	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047663	047663	Diagnostic Catheters	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047664	047664	RPO Catheters	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047669	047669	DX Cables & Other	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047670	047670	Sheath	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047702	047702	"20"" Pole Catheter"	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047766	047766	Siemens 2D Ultrasound	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047770	047770	Lasso SAS Nav	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047774	047774	GE 2D Ultrasound	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047775	047775	GE 3D Ultrasound	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047776	047776	C3 Diagnostic	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052013227858047778	047778	C3 Lasso Nav	037858	7858	Diagnostic Catheters	021322	1322	Biosense Webster	011322	Biosense Webster	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
052087808780048780	048780	Other Comprehensive Care	038780	8780	Other Comprehensive Care	028780	8780	Other Comprehensive Care	018780	Other Comprehensive Care	M00520	0520	Cardio & Specialty Solutions	MM9999	Medical Devices and Diag
055005040504040504	040504	Other Mitek	030504	0504	Other Mitek	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040504040506	040506	RPO Sports Surgical	030504	0504	Other Mitek	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040509040509	040509	Service and Repair	030509	0509	Service and Repair	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040798040795	040795	Metalic	030798	0798	Small Joints	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040798040796	040796	Absorbable	030798	0798	Small Joints	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040798040797	040797	Instrumentation & Accessories	030798	0798	Small Joints	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040801040799	040799	Restore	030801	0801	Tissue Engineering	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040801040800	040800	Cartilage	030801	0801	Tissue Engineering	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005040801040801	040801	PRFM	030801	0801	Tissue Engineering	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005042300042301	042301	Pumps	032300	2300	Fluid Management	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005042300042302	042302	Tube Sets & Cannulas	032300	2300	Fluid Management	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005042310042311	042311	Control Units & Handpieces	032310	2310	Shavers	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005042310042312	042312	Blades & Burrs	032310	2310	Shavers	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005043290043290	043290	OrthoVisc	033290	3290	Injectable Therapies	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047905040411	040411	Rotator Cuff	037905	7905	Anchors	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047905040412	040412	Instability	037905	7905	Anchors	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047905040429	040429	Instrumentation & Accessories	037905	7905	Anchors	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047907047987	047987	VAPR	037907	7907	Tissue Management	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047909040577	040577	ACL	037909	7909	Knee Systems	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047909040578	040578	Meniscal	037909	7909	Knee Systems	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047909040579	040579	Cartilage	037909	7909	Knee Systems	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047935047935	047935	Radiology	037935	7935	Radiology	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047936047939	047939	CAIS	037936	7936	CAIS	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047940047940	047940	Visualization	037940	7940	Visualization	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005047946047946	047946	Hip Arthroscopy	037946	7946	Hip Arthroscopy	020504	0504	MITEK	010504	MITEK	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
055005670392040312	040312	Orthobiologics-Trauma	030392	0392	OrthobiologiJointReconstr	020567	0567	Joint Reconstruction	010703	Joint Reconstruction	M00550	0550	Orthopaedics	MM9999	Medical Devices and Diag
